SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AVG_NOTE
367550,True,Cash loans,F,Y,N,0,315000.0,450000.0,35685.0,450000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.015221,-13557,-586,-3082.0,-980,2.0,True,True,True,True,True,False,,2.0,2,2,THURSDAY,16,False,False,False,False,False,False,Industry: type 9,0.2872859719452329,0.0805689572606866,0.1131963530622281,0.0619,0.0807,0.9886,,,,0.1034,0.1667,,0.0148,,0.0663,,,0.063,0.0837,0.9886,,,,0.1034,0.1667,,0.0151,,0.0691,,,0.0625,0.0807,0.9886,,,,0.1034,0.1667,,0.015,,0.0675,,,,block of flats,0.0522,Panel,No,3.0,0.0,3.0,0.0,-904.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,0.0,0.16035042742271585
176562,False,Cash loans,F,N,Y,1,108000.0,879480.0,25335.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-13555,-950,-4186.0,-4194,,True,True,False,True,False,False,Sales staff,3.0,3,3,TUESDAY,7,False,False,False,False,False,False,Self-employed,,0.3425742901984094,0.1684161714286957,0.0825,0.0937,0.9831,0.7688,0.0,0.0,0.2069,0.1667,0.2083,0.0,0.0664,0.0745,0.0039,0.0681,0.084,0.0973,0.9831,0.7779,0.0,0.0,0.2069,0.1667,0.2083,0.0,0.0725,0.0776,0.0039,0.0721,0.0833,0.0937,0.9831,0.7719,0.0,0.0,0.2069,0.1667,0.2083,0.0,0.0676,0.0759,0.0039,0.0695,reg oper account,block of flats,0.0734,Panel,No,3.0,0.0,3.0,0.0,-7.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2554952308135525
103743,False,Revolving loans,F,N,Y,0,112500.0,135000.0,6750.0,135000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.04622,-22015,-835,-2146.0,-4533,,True,True,True,True,False,False,,2.0,1,1,MONDAY,17,False,True,True,False,True,True,Business Entity Type 3,,0.629353324398331,0.5762088360175724,0.0619,0.0579,0.9747,,,0.0,0.1034,0.1667,,,,0.0502,,,0.063,0.0601,0.9747,,,0.0,0.1034,0.1667,,,,0.0523,,,0.0625,0.0579,0.9747,,,0.0,0.1034,0.1667,,,,0.0511,,,,block of flats,0.0516,Panel,No,0.0,0.0,0.0,0.0,-814.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.6027810802079517
338654,True,Cash loans,M,N,Y,1,81000.0,325908.0,17194.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-10267,-1543,-4908.0,-2865,,True,True,False,True,False,False,Laborers,3.0,2,2,FRIDAY,9,False,False,False,True,True,False,Business Entity Type 3,,0.1330996890196337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-408.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.1330996890196337
171906,False,Cash loans,M,N,N,0,405000.0,1345500.0,39339.0,1345500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-16029,-3222,-7417.0,-4580,,True,True,True,True,True,False,Laborers,2.0,3,3,FRIDAY,15,False,False,False,False,False,False,Business Entity Type 2,,0.507742388787259,0.524496446363472,0.0732,0.0362,0.9896,0.8572,0.0128,0.04,0.0345,0.3333,0.375,0.048,0.0597,0.0646,0.0,0.0,0.0746,0.0376,0.9896,0.8628,0.0129,0.0403,0.0345,0.3333,0.375,0.0491,0.0652,0.0673,0.0,0.0,0.0739,0.0362,0.9896,0.8591,0.0129,0.04,0.0345,0.3333,0.375,0.0488,0.0607,0.0658,0.0,0.0,reg oper spec account,block of flats,0.0578,"Stone, brick",No,0.0,0.0,0.0,0.0,-1847.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,2.0,0.0,1.0,0.5161194175753655
395481,True,Cash loans,F,Y,Y,0,112500.0,675000.0,21775.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-18737,-4005,-2615.0,-2272,14.0,True,True,True,True,True,False,Medicine staff,1.0,2,2,SUNDAY,11,False,False,False,False,False,False,Medicine,,0.6374520610512177,0.2127563054543414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2025.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.42510418325277954
313480,True,Cash loans,M,N,Y,0,112500.0,609183.0,19782.0,508500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.01885,-16407,-526,-2057.0,-2435,,True,True,False,True,True,False,Low-skill Laborers,1.0,2,2,THURSDAY,18,False,False,False,False,False,False,Construction,,0.1753818423065002,0.7016957740576931,0.0082,,0.9722,,,0.0,0.069,0.0417,,0.0274,,0.0048,,0.0019,0.0084,,0.9722,,,0.0,0.069,0.0417,,0.028,,0.005,,0.002,0.0083,,0.9722,,,0.0,0.069,0.0417,,0.0279,,0.0049,,0.0019,,block of flats,0.0074,"Stone, brick",No,0.0,0.0,0.0,0.0,-719.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.4385388081820967
136907,False,Cash loans,F,N,Y,1,202500.0,1080000.0,45886.5,1080000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-15466,-7250,-9610.0,-4442,,True,True,True,True,True,False,,3.0,2,2,MONDAY,10,False,False,False,False,False,False,Other,,0.6924133027327579,0.4170996682522097,0.1227,0.0968,0.9771,,,0.0,0.2759,0.1667,,0.0944,,0.1029,,0.0372,0.125,0.1005,0.9772,,,0.0,0.2759,0.1667,,0.0966,,0.1072,,0.0393,0.1239,0.0968,0.9771,,,0.0,0.2759,0.1667,,0.096,,0.1048,,0.0379,,block of flats,0.089,Panel,No,10.0,0.0,10.0,0.0,-2071.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5547564854924838
121306,True,Cash loans,M,Y,Y,1,112500.0,312768.0,22887.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-20577,-2963,-1297.0,-395,18.0,True,True,False,True,False,False,Drivers,3.0,2,2,SATURDAY,10,False,False,False,False,False,False,Self-employed,,0.7010670074111626,0.7136313997323308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,1.0,-1915.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,4.0,0.7073492035717467
173627,True,Cash loans,F,N,Y,0,90000.0,248760.0,24601.5,225000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-14650,-7447,-1925.0,-4954,,True,True,True,True,False,False,Medicine staff,2.0,2,2,WEDNESDAY,11,False,False,False,False,False,False,Medicine,0.5597015692446371,0.5857684303223171,0.7209441499436497,0.0124,,0.9831,,,,0.069,0.0417,,0.0311,,0.0113,,,0.0126,,0.9831,,,,0.069,0.0417,,0.0318,,0.0118,,,0.0125,,0.9831,,,,0.069,0.0417,,0.0316,,0.0115,,,,block of flats,0.0089,"Stone, brick",No,0.0,0.0,0.0,0.0,-312.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,1.0,0.6221380498368679
194654,False,Cash loans,F,N,Y,2,135000.0,384048.0,18679.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,-13754,-5945,-7846.0,-4703,,True,True,True,True,True,False,Drivers,3.0,2,2,THURSDAY,16,False,False,False,False,False,False,Industry: type 7,,0.4290587571417912,0.4596904504249018,0.2216,0.1162,0.9801,,,0.24,0.2069,0.3333,,0.1692,,0.2202,,0.0,0.2258,0.1206,0.9801,,,0.2417,0.2069,0.3333,,0.1731,,0.2294,,0.0,0.2238,0.1162,0.9801,,,0.24,0.2069,0.3333,,0.1722,,0.2242,,0.0,,block of flats,0.1937,Panel,No,0.0,0.0,0.0,0.0,-1275.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,2.0,1.0,1.0,0.4443746037833465
163956,True,Cash loans,M,N,Y,0,157500.0,592560.0,40216.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,0.030755,-16802,-284,-9276.0,-342,,True,True,False,True,False,False,,2.0,2,2,WEDNESDAY,14,False,False,False,False,False,False,Business Entity Type 1,,0.1078300094746633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-188.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.1078300094746633
189123,False,Cash loans,M,Y,N,0,135000.0,835380.0,35523.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,-21964,365243,-6049.0,-4354,14.0,True,False,False,True,True,False,,2.0,2,2,THURSDAY,14,False,False,False,False,False,False,XNA,,0.6717102156369946,0.7180328113294772,0.0206,0.0,0.9667,0.5444,,0.0,0.1034,0.0417,0.0417,,0.0168,0.024,0.0,0.0,0.021,0.0,0.9667,0.5622,,0.0,0.1034,0.0417,0.0417,,0.0184,0.025,0.0,0.0,0.0208,0.0,0.9667,0.5505,,0.0,0.1034,0.0417,0.0417,,0.0171,0.0245,0.0,0.0,reg oper account,block of flats,0.0206,"Stone, brick",No,6.0,0.0,6.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.694871513483236
201103,False,Cash loans,F,N,Y,0,90000.0,985500.0,28813.5,985500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18238,-11491,-10513.0,-1789,,True,True,True,True,True,False,Core staff,2.0,3,3,TUESDAY,7,False,False,False,False,False,False,Kindergarten,0.6362630421343257,0.5653274518042942,0.5406544504453575,0.0165,0.0,0.9752,0.66,0.0015,0.0,0.069,0.0417,0.0417,0.0278,0.0134,0.0124,0.0,0.0,0.0168,0.0,0.9752,0.6733,0.0016,0.0,0.069,0.0417,0.0417,0.0284,0.0147,0.013,0.0,0.0,0.0167,0.0,0.9752,0.6645,0.0015,0.0,0.069,0.0417,0.0417,0.0282,0.0137,0.0127,0.0,0.0,,block of flats,0.0098,"Stone, brick",No,5.0,0.0,5.0,0.0,-1739.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,2.0,0.5807483147946592
241089,True,Cash loans,M,N,Y,0,180000.0,781920.0,34443.0,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.005084,-22041,365243,-4549.0,-4577,,True,False,False,True,False,False,,2.0,2,2,TUESDAY,10,False,False,False,False,False,False,XNA,,0.3631328056289026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.3631328056289026
150665,True,Cash loans,M,N,Y,2,144000.0,337923.0,16564.5,279000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.018209,-13913,-1174,-5579.0,-4263,,True,True,True,True,False,False,Laborers,4.0,3,3,TUESDAY,9,False,False,False,False,False,False,Self-employed,,0.4487012673963373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-438.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.4487012673963373
257295,False,Cash loans,F,N,N,0,135000.0,495000.0,20970.0,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.00496,-21919,365243,-8927.0,-4476,,True,False,False,True,False,False,,1.0,2,2,FRIDAY,17,False,False,False,False,False,False,XNA,0.7846548750649209,0.538869462133503,0.7407990879702335,0.0748,,0.9851,,,,0.0728,0.1667,,,,,,,0.063,,0.9856,,,,0.069,0.1667,,,,,,,0.0625,,0.9856,,,,0.069,0.1667,,,,,,,,block of flats,0.0292,"Stone, brick",No,8.0,0.0,8.0,0.0,-1323.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.6881078083895525
449330,True,Cash loans,M,Y,Y,0,67500.0,152820.0,11205.0,135000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018209,-15085,-843,-5490.0,-4188,24.0,True,True,True,True,False,False,Drivers,2.0,3,3,THURSDAY,9,False,False,False,False,False,False,Self-employed,,0.5972968273081044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-282.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5972968273081044
115152,True,Cash loans,F,N,Y,0,45000.0,161730.0,8770.5,135000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-20349,365243,-994.0,-3205,,True,False,False,True,False,False,,2.0,2,2,MONDAY,8,False,False,False,False,False,False,XNA,,0.1114241742488578,0.2793353208976285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-217.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.19537974757324317
135855,False,Cash loans,F,N,Y,0,121500.0,450000.0,21109.5,450000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-9487,-1137,-4243.0,-2162,,True,True,False,True,False,False,Sales staff,2.0,1,1,THURSDAY,17,False,False,False,False,False,False,Insurance,0.3714850327593305,0.7557205532832828,,0.1206,0.0584,0.9806,0.7348,0.0371,0.08,0.0345,0.3333,0.375,0.0591,0.0899,0.0767,0.0386,0.0258,0.1229,0.0606,0.9806,0.7452,0.0374,0.0806,0.0345,0.3333,0.375,0.0604,0.0983,0.0799,0.0389,0.0273,0.1218,0.0584,0.9806,0.7383,0.0373,0.08,0.0345,0.3333,0.375,0.0601,0.0915,0.0781,0.0388,0.0263,reg oper account,specific housing,0.0838,"Stone, brick",No,0.0,0.0,0.0,0.0,-424.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5636027930213067
213721,True,Cash loans,F,N,Y,2,157500.0,454500.0,16321.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-10222,-1223,-382.0,-826,,True,True,False,True,False,False,,4.0,2,2,MONDAY,13,False,False,False,False,False,False,Business Entity Type 2,0.3127891426181378,0.3263863756634676,0.6894791426446275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.442884886975411
191367,False,Cash loans,F,Y,Y,1,324000.0,1886850.0,49905.0,1575000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.032561,-15473,-1427,-9511.0,-5695,16.0,True,True,False,True,False,False,Managers,3.0,1,1,TUESDAY,13,False,False,False,False,False,False,Business Entity Type 3,0.6138446727239297,0.7094261229145697,0.5172965813614878,0.2345,0.1808,0.9786,0.7076,0.0317,0.18,0.3103,0.25,0.2917,0.0994,0.1908,0.2272,0.0019,0.0046,0.1408,0.1501,0.9786,0.7190000000000001,0.0199,0.0,0.3103,0.1667,0.2083,0.0912,0.123,0.1312,0.0,0.0,0.2368,0.1808,0.9786,0.7115,0.0319,0.18,0.3103,0.25,0.2917,0.1012,0.1941,0.2313,0.0019,0.0047,reg oper account,block of flats,0.2842,Panel,No,0.0,0.0,0.0,0.0,-437.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.6135224589999958
114112,False,Cash loans,M,Y,Y,0,157500.0,935640.0,91147.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010556,-13195,-2782,-2584.0,-4031,7.0,True,True,False,True,False,False,Laborers,2.0,3,3,THURSDAY,10,False,False,False,False,True,True,Construction,0.2525870350487069,0.4275594968794006,0.2431864804420123,0.2268,0.1309,0.996,0.9456,0.0695,0.16,0.1379,0.375,0.4167,0.2029,0.1841,0.1927,0.0039,0.0037,0.2311,0.1358,0.996,0.9477,0.0701,0.1611,0.1379,0.375,0.4167,0.2076,0.2011,0.2007,0.0039,0.0039,0.229,0.1309,0.996,0.9463,0.0699,0.16,0.1379,0.375,0.4167,0.2065,0.1873,0.1961,0.0039,0.0038,reg oper account,block of flats,0.1903,Panel,No,8.0,0.0,8.0,0.0,-2423.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,3.0,0.0,0.0,0.3077776707900399
151814,False,Cash loans,F,N,Y,0,427500.0,1046142.0,30717.0,913500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-21309,365243,-5028.0,-3594,,True,False,False,True,False,False,,2.0,2,2,FRIDAY,13,False,False,False,False,False,False,XNA,0.6509010839333613,0.7004296043841214,0.6479768603302221,0.1216,0.1215,0.9767,0.6804,0.151,0.0,0.2759,0.1667,0.2083,0.094,0.0992,0.0681,0.0,0.0,0.1239,0.1261,0.9767,0.6929,0.1524,0.0,0.2759,0.1667,0.2083,0.0961,0.1084,0.0709,0.0,0.0,0.1228,0.1215,0.9767,0.6847,0.152,0.0,0.2759,0.1667,0.2083,0.0956,0.1009,0.0693,0.0,0.0,reg oper account,block of flats,0.0825,Panel,No,6.0,1.0,6.0,1.0,-791.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,4.0,0.666435849549235
185593,False,Cash loans,F,Y,Y,0,360000.0,269982.0,32170.5,238500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.010276,-15043,-5660,-8964.0,-4512,3.0,True,True,False,True,False,False,Managers,2.0,2,2,TUESDAY,13,False,False,False,False,False,False,Government,,0.6827891421739688,0.6658549219640212,,,0.9811,,,,,,,,,0.2312,,,,,0.9811,,,,,,,,,0.2409,,,,,0.9811,,,,,,,,,0.2354,,,,,0.1819,,No,0.0,0.0,0.0,0.0,-1685.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.674322032068995
231666,False,Cash loans,F,N,Y,0,247500.0,479637.0,32053.5,396000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.002506,-11914,-2980,-2287.0,-2353,,True,True,False,True,False,False,Sales staff,2.0,2,2,WEDNESDAY,1,False,False,False,False,False,False,Self-employed,0.2874887250218923,0.7125580010004887,0.3425288720742255,0.0928,0.1009,0.9801,0.728,0.0464,0.0,0.2069,0.1667,0.2083,0.0359,0.0756,0.0877,0.0,0.0,0.0945,0.1047,0.9801,0.7387,0.0468,0.0,0.2069,0.1667,0.2083,0.0367,0.0826,0.0914,0.0,0.0,0.0937,0.1009,0.9801,0.7316,0.0466,0.0,0.2069,0.1667,0.2083,0.0365,0.077,0.0893,0.0,0.0,reg oper account,block of flats,0.077,Panel,No,3.0,1.0,3.0,0.0,-997.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.44752519936553553
213876,False,Cash loans,F,N,Y,0,225000.0,312840.0,19269.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020713,-20948,365243,-10286.0,-1831,,True,False,False,True,False,False,,1.0,3,2,MONDAY,9,False,False,False,False,False,False,XNA,,0.6558020347758505,0.4101025731788671,0.1979,0.0788,0.9786,0.7076,0.0071,0.0,0.1034,0.1667,0.2083,0.0347,0.1605,0.061,0.0039,0.002,0.2017,0.0817,0.9786,0.7190000000000001,0.0072,0.0,0.1034,0.1667,0.2083,0.0355,0.1754,0.0635,0.0039,0.0021,0.1999,0.0788,0.9786,0.7115,0.0072,0.0,0.1034,0.1667,0.2083,0.0353,0.1633,0.0621,0.0039,0.002,reg oper account,block of flats,0.0523,Panel,No,0.0,0.0,0.0,0.0,-1490.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,7.0,0.5329523039773588
175304,False,Cash loans,F,N,Y,0,135000.0,477000.0,14076.0,477000.0,Children,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.009175,-17567,365243,-6723.0,-915,,True,False,False,True,True,False,,1.0,2,2,MONDAY,11,False,False,False,False,False,False,XNA,,0.7487310427219002,0.5298898341969072,0.2289,0.162,0.9861,,,0.24,0.2069,0.3333,,,,0.2339,,0.0,0.2332,0.1681,0.9861,,,0.2417,0.2069,0.3333,,,,0.2437,,0.0,0.2311,0.162,0.9861,,,0.24,0.2069,0.3333,,,,0.2381,,0.0,,block of flats,0.184,Panel,No,5.0,0.0,5.0,0.0,-1476.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,1.0,0.6393104384594037
106466,False,Cash loans,F,N,Y,0,157500.0,536917.5,28737.0,463500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612,-12297,-3367,-5267.0,-4035,,True,True,False,True,False,False,High skill tech staff,2.0,2,2,FRIDAY,11,False,False,False,False,False,False,Business Entity Type 3,,0.5186790357444315,0.6479768603302221,0.1876,0.0,0.9747,0.6532,0.011,0.0,0.0345,0.1667,0.2083,0.0674,0.153,0.0894,0.0,0.0,0.1912,0.0,0.9747,0.6668,0.0111,0.0,0.0345,0.1667,0.2083,0.0689,0.1671,0.0931,0.0,0.0,0.1894,0.0,0.9747,0.6578,0.011,0.0,0.0345,0.1667,0.2083,0.0685,0.1556,0.091,0.0,0.0,reg oper account,block of flats,0.0763,"Stone, brick",No,0.0,0.0,0.0,0.0,-728.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,5.0,0.5833279480373268
300409,True,Cash loans,M,Y,Y,1,292500.0,355320.0,42295.5,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.032561,-10546,-900,-5756.0,-3215,3.0,True,True,False,True,False,False,Drivers,3.0,1,1,THURSDAY,15,False,False,False,False,False,False,Business Entity Type 3,,0.4894304822386085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-354.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.4894304822386085
